hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;DESCRIPTION;IP_ADDRESS;
AQUICFDZEUSR1-01;Vlan23;up;up, autostate enabled;PZEUS_STD_FO_VARONIS_AQUI  Internet Address is 175.128.87.252/21;;
AQUICFDZEUSR1-01;Vlan30;up;up, autostate enabled;HDI_AGILE_MARK_AQUILLA   Internet Address is 173.1.193.252/24;;
AQUICFDZEUSR1-01;Vlan995;up;up, autostate enabled;Int_Admin_NOOBA_IB  Internet Address is 192.0.15.163/27;;
AQUICFDZEUSR1-01;Vlan2501;up;up, autostate enabled;PRVSHAREDSERVICES_To_ORI-A1  Internet Address is 192.4.148.1/30;;
AQUICFDZEUSR1-01;Vlan2503;up;up, autostate enabled;PRVSHAREDSERVICES_To_AQUIZEUSR1-02  Internet Address is 192.4.148.9/30;;
AQUICFDZEUSR1-01;Vlan3001;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.65.252/23;;
AQUICFDZEUSR1-01;Vlan3002;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.67.252/23;;
AQUICFDZEUSR1-01;Vlan3003;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.69.252/23;;
AQUICFDZEUSR1-01;Vlan3004;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.71.252/23;;
AQUICFDZEUSR1-01;Vlan3005;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.73.252/23;;
AQUICFDZEUSR1-01;Vlan3006;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.75.252/23;;
AQUICFDZEUSR1-01;Vlan3007;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.77.252/23;;
AQUICFDZEUSR1-01;Vlan3008;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.79.252/23;;
AQUICFDZEUSR1-01;Vlan3009;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.81.252/23;;
AQUICFDZEUSR1-01;Vlan3010;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.83.252/23;;
AQUICFDZEUSR1-01;Vlan3011;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.85.252/23;;
AQUICFDZEUSR1-01;Vlan3012;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.87.252/23;;
AQUICFDZEUSR1-01;Vlan3013;up;up, autostate enabled;OUTSOURCING_PROVIDER13_AQUI  Internet Address is 173.1.89.253/23;;
AQUICFDZEUSR1-01;Vlan3014;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC1_AQUI  Internet Address is 173.1.91.253/23;;
AQUICFDZEUSR1-01;Vlan3015;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC2_AQUI  Internet Address is 173.1.93.253/23;;
AQUICFDZEUSR1-01;Vlan3016;up;up, autostate enabled;OUTSOURCING_PROVIDER16_AQUI  Internet Address is 173.1.95.253/23;;
AQUICFDZEUSR1-01;Vlan3017;up;up, autostate enabled;OUTSOURCING_PROVIDER17_AQUI  Internet Address is 173.1.97.253/23;;
AQUICFDZEUSR1-01;Vlan3018;up;up, autostate enabled;OUTSOURCING_PROVIDER18_AQUI  Internet Address is 173.1.99.253/23;;
AQUICFDZEUSR1-01;Vlan3019;up;up, autostate enabled;OUTSOURCING_PROVIDER19_AQUI  Internet Address is 173.1.101.253/23;;
AQUICFDZEUSR1-01;Vlan3020;up;up, autostate enabled;OUTSOURCING_PROVIDER20_AQUI  Internet Address is 173.1.103.253/23;;
AQUICFDZEUSR1-01;Vlan3021;up;up, autostate enabled;OUTSOURCING_PROVIDER21_AQUI  Internet Address is 173.1.105.253/23;;
AQUICFDZEUSR1-01;Vlan3022;up;up, autostate enabled;OUTSOURCING_PROVIDER22_AQUI  Internet Address is 173.1.107.253/23;;
AQUICFDZEUSR1-01;Vlan3023;up;up, autostate enabled;OUTSOURCING_PROVIDER23_AQUI  Internet Address is 173.1.109.253/23;;
AQUICFDZEUSR1-01;Vlan3024;up;up, autostate enabled;OUTSOURCING_PROVIDER24_AQUI  Internet Address is 173.1.111.253/23;;
AQUICFDZEUSR1-01;Vlan3025;up;up, autostate enabled;OUTSOURCING_PROVIDER25_AQUI  Internet Address is 173.1.113.253/23;;
AQUICFDZEUSR1-01;Vlan3026;up;up, autostate enabled;OUTSOURCING_PROVIDER26_AQUI  Internet Address is 173.1.115.253/23;;
AQUICFDZEUSR1-01;Vlan3027;up;up, autostate enabled;OUTSOURCING_PROVIDER27_AQUI  Internet Address is 173.1.117.253/23;;
AQUICFDZEUSR1-01;Vlan3028;up;up, autostate enabled;OUTSOURCING_PROVIDER28_AQUI  Internet Address is 173.1.119.253/23;;
AQUICFDZEUSR1-01;Vlan3029;up;up, autostate enabled;OUTSOURCING_PROVIDER29_AQUI  Internet Address is 173.1.121.253/23;;
AQUICFDZEUSR1-01;Vlan3030;up;up, autostate enabled;OUTSOURCING_PROVIDER30_AQUI  Internet Address is 173.1.123.253/23;;
AQUICFDZEUSR1-01;Vlan3031;up;up, autostate enabled;OUTSOURCING_PROVIDER31_AQUI  Internet Address is 173.1.125.253/23;;
AQUICFDZEUSR1-01;Vlan3032;up;up, autostate enabled;OUTSOURCING_PROVIDER32_AQUI  Internet Address is 173.1.127.253/23;;
AQUICFDZEUSR1-01;Vlan3033;up;up, autostate enabled;OUTSOURCING_PROVIDER33_AQUILA  Internet Address is 173.3.135.253/21;;
AQUICFDZEUSR1-01;Vlan3034;up;up, autostate enabled;OUTSOURCING_PROVIDER34_AQUILA  Internet Address is 173.3.143.253/21;;
AQUICFDZEUSR1-01;Vlan3035;up;up, autostate enabled;OUTSOURCING_PROVIDER35_AQUILA  Internet Address is 173.3.151.253/21;;
AQUICFDZEUSR1-01;Vlan3036;up;up, autostate enabled;OUTSOURCING_PROVIDER36_AQUILA  Internet Address is 173.3.159.253/21;;
AQUICFDZEUSR1-01;Vlan3037;up;up, autostate enabled;OUTSOURCING_PROVIDER37_AQUILA  Internet Address is 173.3.167.253/21;;
AQUICFDZEUSR1-01;Vlan3038;up;up, autostate enabled;OUTSOURCING_PROVIDER38_AQUILA  Internet Address is 173.3.175.253/21;;
AQUICFDZEUSR1-01;Vlan3039;up;up, autostate enabled;OUTSOURCING_PROVIDER39_AQUILA  Internet Address is 173.3.183.253/21;;
AQUICFDZEUSR1-01;Vlan3040;up;up, autostate enabled;OUTSOURCING_PROVIDER40_AQUILA  Internet Address is 173.3.191.253/21;;
AQUICFDZEUSR1-01;Vlan3041;up;up, autostate enabled;OUTSOURCING_PROVIDER41_AQUILA  Internet Address is 173.3.199.253/21;;
AQUICFDZEUSR1-01;Vlan3042;up;up, autostate enabled;OUTSOURCING_PROVIDER42_AQUILA  Internet Address is 173.3.207.253/21;;
AQUICFDZEUSR1-01;Vlan3043;up;up, autostate enabled;OUTSOURCING_PROVIDER43_AQUILA  Internet Address is 173.3.215.253/21;;
AQUICFDZEUSR1-01;Vlan3044;up;up, autostate enabled;OUTSOURCING_PROVIDER44_AQUILA  Internet Address is 173.3.223.253/21;;
AQUICFDZEUSR1-01;Vlan3045;up;up, autostate enabled;OUTSOURCING_PROVIDER45_AQUILA  Internet Address is 173.3.231.253/21;;
AQUICFDZEUSR1-01;Vlan3046;up;up, autostate enabled;OUTSOURCING_PROVIDER46_AQUILA  Internet Address is 173.3.239.253/21;;
AQUICFDZEUSR1-01;Vlan3047;up;up, autostate enabled;OUTSOURCING_PROVIDER47_AQUILA  Internet Address is 173.3.247.253/21;;
AQUICFDZEUSR1-01;Vlan3048;up;up, autostate enabled;OUTSOURCING_PROVIDER48_AQUILA  Internet Address is 173.3.255.253/21;;
AQUICFDZEUSR1-01;Vlan3101;up;up, autostate enabled;NDG_REBOUND_PROVIDER1_AQUILA  Internet Address is 173.2.65.253/23;;
AQUICFDZEUSR1-01;Vlan3102;up;up, autostate enabled;NDG_REBOUND_PROVIDER2_AQUILA  Internet Address is 173.2.67.253/23;;
AQUICFDZEUSR1-01;Vlan3103;up;up, autostate enabled;NDG_REBOUND_PROVIDER3_AQUILA  Internet Address is 173.2.69.253/23;;
AQUICFDZEUSR1-01;Vlan3104;up;up, autostate enabled;NDG_REBOUND_PROVIDER4_AQUILA  Internet Address is 173.2.71.253/23;;
AQUICFDZEUSR1-01;Vlan3105;up;up, autostate enabled;NDG_REBOUND_PROVIDER5_AQUILA  Internet Address is 173.2.73.253/23;;
AQUICFDZEUSR1-01;Vlan3106;up;up, autostate enabled;NDG_REBOUND_PROVIDER6_AQUILA  Internet Address is 173.2.75.253/23;;
AQUICFDZEUSR1-01;Vlan3107;up;up, autostate enabled;NDG_REBOUND_PROVIDER7_AQUILA  Internet Address is 173.2.77.253/23;;
AQUICFDZEUSR1-01;Vlan3108;up;up, autostate enabled;NDG_REBOUND_PROVIDER8_AQUILA  Internet Address is 173.2.79.253/23;;
AQUICFDZEUSR1-01;Vlan3109;up;up, autostate enabled;NDG_REBOUND_PROVIDER9_AQUILA  Internet Address is 173.2.81.253/23;;
AQUICFDZEUSR1-01;Vlan3110;up;up, autostate enabled;NDG_REBOUND_PROVIDER10_AQUILA  Internet Address is 173.2.83.253/23;;
AQUICFDZEUSR1-01;Vlan3111;up;up, autostate enabled;NDG_REBOUND_PROVIDER11_AQUILA  Internet Address is 173.2.85.253/23;;
AQUICFDZEUSR1-01;Vlan3112;up;up, autostate enabled;NDG_REBOUND_PROVIDER12_AQUILA  Internet Address is 173.2.87.253/23;;
AQUICFDZEUSR1-01;Vlan3113;up;up, autostate enabled;NDG_REBOUND_PROVIDER13_AQUILA  Internet Address is 173.2.89.253/23;;
AQUICFDZEUSR1-01;Vlan3114;up;up, autostate enabled;NDG_REBOUND_PROVIDER14_AQUILA  Internet Address is 173.2.91.253/23;;
AQUICFDZEUSR1-01;Vlan3115;up;up, autostate enabled;NDG_REBOUND_PROVIDER15_AQUILA  Internet Address is 173.2.93.253/23;;
AQUICFDZEUSR1-01;Vlan3116;up;up, autostate enabled;NDG_REBOUND_PROVIDER16_AQUILA  Internet Address is 173.2.95.253/23;;
AQUICFDZEUSR1-01;Vlan3117;up;up, autostate enabled;NDG_REBOUND_PROVIDER17_AQUILA  Internet Address is 173.2.97.253/23;;
AQUICFDZEUSR1-01;Vlan3118;up;up, autostate enabled;NDG_REBOUND_PROVIDER18_AQUILA  Internet Address is 173.2.99.253/23;;
AQUICFDZEUSR1-01;Vlan3119;up;up, autostate enabled;NDG_REBOUND_PROVIDER19_AQUILA  Internet Address is 173.2.101.253/23;;
AQUICFDZEUSR1-01;Vlan3120;up;up, autostate enabled;NDG_REBOUND_PROVIDER20_AQUILA  Internet Address is 173.2.103.253/23;;
AQUICFDZEUSR1-01;Vlan3121;up;up, autostate enabled;NDG_REBOUND_PROVIDER21_AQUILA  Internet Address is 173.2.105.253/23;;
AQUICFDZEUSR1-01;Vlan3122;up;up, autostate enabled;NDG_REBOUND_PROVIDER22_AQUILA  Internet Address is 173.2.107.253/23;;
AQUICFDZEUSR1-01;Vlan3123;up;up, autostate enabled;NDG_REBOUND_PROVIDER23_AQUILA  Internet Address is 173.2.109.253/23;;
AQUICFDZEUSR1-01;Vlan3124;up;up, autostate enabled;NDG_REBOUND_PROVIDER24_AQUILA  Internet Address is 173.2.111.253/23;;
AQUICFDZEUSR1-01;Vlan3125;up;up, autostate enabled;NDG_REBOUND_PROVIDER25_AQUILA  Internet Address is 173.2.113.253/23;;
AQUICFDZEUSR1-01;Vlan3126;up;up, autostate enabled;NDG_REBOUND_PROVIDER26_AQUILA  Internet Address is 173.2.115.253/23;;
AQUICFDZEUSR1-01;Vlan3127;up;up, autostate enabled;NDG_REBOUND_PROVIDER27_AQUILA  Internet Address is 173.2.117.253/23;;
AQUICFDZEUSR1-01;Vlan3128;up;up, autostate enabled;NDG_REBOUND_PROVIDER28_AQUILA  Internet Address is 173.2.119.253/23;;
AQUICFDZEUSR1-01;Vlan3129;up;up, autostate enabled;NDG_REBOUND_PROVIDER29_AQUILA  Internet Address is 173.2.121.253/23;;
AQUICFDZEUSR1-01;Vlan3130;up;up, autostate enabled;NDG_REBOUND_PROVIDER30_AQUILA  Internet Address is 173.2.123.253/23;;
AQUICFDZEUSR1-01;Vlan3131;up;up, autostate enabled;NDG_REBOUND_PROVIDER31_AQUILA  Internet Address is 173.2.125.253/23;;
AQUICFDZEUSR1-01;Vlan3132;up;up, autostate enabled;NDG_REBOUND_PROVIDER32_AQUILA  Internet Address is 173.2.127.253/23;;
AQUICFDZEUSR1-01;Vlan3801;up;up, autostate enabled;<> To_ORI-A1_Te2/5  Internet Address is 192.2.248.1/30;;
AQUICFDZEUSR1-01;Vlan3803;up;up, autostate enabled;<> To_AQUIZEUSR1-02  Internet Address is 192.2.248.9/30;;
AQUICFDZEUSR1-01;Vlan3901;up;up, autostate enabled;<> To_ORI-A1_Te2/5.3901  Internet Address is 192.2.8.241/30;;
AQUICFDZEUSR1-01;Vlan3903;up;up, autostate enabled;<> To_AQUICFDZEUSR1-02  Internet Address is 192.2.8.233/30;;
AQUICFDZEUSR1-02;mgmt0;up;;;192.0.12.21/24;
AQUICFDZEUSR1-02;Ethernet1/1;up;up;<>To_ORI-A2_Te2/5;;
AQUICFDZEUSR1-02;Ethernet1/2;down (Administratively down);down;<*> AQUICFDZEUSR1-01_Eth1/2;;
AQUICFDZEUSR1-02;Ethernet1/3;down (Administratively down);down;<*> AQUICFDZEUSR1-01_Eth1/3;;
AQUICFDZEUSR1-02;Ethernet1/4;up;up;<*> AQUICLSZEUSR1-05_Eth1/15;;
AQUICFDZEUSR1-02;Ethernet1/5;up;up;<*> AQUICLSZEUSR1-06_Eth1/15;;
AQUICFDZEUSR1-02;Ethernet1/6;up;up;<*> AQUICLSZEUSR1-03_Eth2/15;;
AQUICFDZEUSR1-02;Ethernet1/7;up;up;<*> AQUICLSZEUSR1-04_Eth2/15;;
AQUICFDZEUSR1-02;Ethernet1/8;up;up;<> To_AQUIZEUSR1-01_Eth2/13;;
AQUICFDZEUSR1-02;Ethernet1/9;up;up;<> To_AQUIZEUSR1-02_Eth2/13;;
AQUICFDZEUSR1-02;Ethernet1/10;up;up;SIGMA_IDS _AQUIR1-MATRIXG-01;;
AQUICFDZEUSR1-02;Ethernet1/11;up;up;SIGMA_IDS _AQUIR1-MATRIXG-01;;
AQUICFDZEUSR1-02;Ethernet1/12;up;up;SIGMA_IDS _AQUIR1-MATRIXG-01;;
AQUICFDZEUSR1-02;Ethernet1/13;up;up;<*> AQUIR1-MKTPROD-CLS-N-FXP101_Eth1/50;;
AQUICFDZEUSR1-02;Ethernet1/14;up;up;<*> AQUIR1-MKTPROD-CLS-N-FXP102_Eth1/50;;
AQUICFDZEUSR1-02;Ethernet1/15;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/16;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/17;down (Administratively down);down;<*> AQUICFDZEUSR1-01_Eth1/17;;
AQUICFDZEUSR1-02;Ethernet1/18;down (Administratively down);down;<*> AQUICFDZEUSR1-01_Eth1/18;;
AQUICFDZEUSR1-02;Ethernet1/19;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/20;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/21;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/22;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet1/23;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet1/24;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet1/25;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet1/26;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet1/27;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/28;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/29;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/30;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/31;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/32;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/33;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/34;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/35;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/36;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/37;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/38;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/39;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/40;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/41;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/42;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/43;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/44;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/45;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/46;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/47;down (SFP not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet1/48;down (Administratively down);down;;;
AQUICFDZEUSR1-02;Ethernet2/1;up;up;<*> AQUICFDZEUSR1-01_Eth2/1;;
AQUICFDZEUSR1-02;Ethernet2/2;down (Administratively down);down;RESERVED_FUTUR_L3BTOB;;
AQUICFDZEUSR1-02;Ethernet2/3;down (XCVR not inserted);down;RESERVED;;
AQUICFDZEUSR1-02;Ethernet2/4;down (XCVR not inserted);down;RESERVED;;
AQUICFDZEUSR1-02;Ethernet2/5;up;up;<*> AQUICLSZEUSR1-07_Eth2/4;;
AQUICFDZEUSR1-02;Ethernet2/6;up;up;<*> AQUICLSZEUSR1-08_Eth2/4;;
AQUICFDZEUSR1-02;Ethernet5/1;up;up;<*> AQUICFDZEUSR1-01_Eth5/1;;
AQUICFDZEUSR1-02;Ethernet5/2;down (XCVR not inserted);down;RESERVED_FUTUR_L3BTOB;;
AQUICFDZEUSR1-02;Ethernet5/3;down (XCVR not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet5/4;down (XCVR not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet5/5;down (XCVR not inserted);down;;;
AQUICFDZEUSR1-02;Ethernet5/6;down (XCVR not inserted);down;;;
AQUICFDZEUSR1-02;port-channel10;down (Administratively down);;;;
AQUICFDZEUSR1-02;port-channel11;up;;<*> AQUICFDZEUSR1-01_Po11;;
AQUICFDZEUSR1-02;port-channel55;up;;<*> AQUICLSZEUSR1-07_8_Po10;;
AQUICFDZEUSR1-02;port-channel65;up;;<*> AQUIR1-MKTPROD-CLS-N-FXP101_102_Po10;;
AQUICFDZEUSR1-02;port-channel81;up;;SIGMA_IDS _AQUIR1-MATRIXG-01;;
AQUICFDZEUSR1-02;port-channel4091;up;;<*> AQUICLSZEUSR1-05-6_Po4091;;
AQUICFDZEUSR1-02;port-channel4095;up;;<*> AQUICLSZEUSR1-03_Po4095;;
AQUICFDZEUSR1-02;loopback37;up;;;192.2.245.252/32;
AQUICFDZEUSR1-02;loopback42;up;;;192.4.145.252/32;
AQUICFDZEUSR1-02;loopback53;up;;;192.2.7.252/32;
AQUICFDZEUSR1-02;loopback90;up;;LBK_MULTICAST_RP_RVP_RUS;192.2.7.253/32;
AQUICFDZEUSR1-02;Vlan1;down (Administratively down);down, autostate enabled;;;
AQUICFDZEUSR1-02;Vlan10;up;up, autostate enabled;;175.128.79.253/21;
AQUICFDZEUSR1-02;Vlan11;up;up, autostate enabled;;175.192.79.253/21;
AQUICFDZEUSR1-02;Vlan12;up;up, autostate enabled;;175.224.79.253/21;
AQUICFDZEUSR1-02;Vlan15;up;up, autostate enabled;;175.56.71.252/21;
AQUICFDZEUSR1-02;Vlan16;up;up, autostate enabled;;175.56.79.252/21;
AQUICFDZEUSR1-02;Vlan17;up;up, autostate enabled;;175.56.87.252/21;
AQUICFDZEUSR1-02;Vlan18;up;up, autostate enabled;;175.56.95.252/21;
AQUICFDZEUSR1-02;Vlan19;up;up, autostate enabled;;175.56.103.252/21;
AQUICFDZEUSR1-02;Vlan20;up;up, autostate enabled;ADMIN_NAS  Internet Address is 174.129.8.253/24;;
AQUICFDZEUSR1-02;Vlan22;down (Administratively down);down, autostate enabled;PZEUS_NonRouted_Antivirus - KEEP SHUT L2 ONLY  Internet Address is 10.0.64.2/21;;
AQUICFDZEUSR1-02;Vlan23;up;up, autostate enabled;PZEUS_STD_FO_VARONIS_AQUI  Internet Address is 175.128.87.253/21;;
AQUICFDZEUSR1-02;Vlan30;up;up, autostate enabled;HDI_AGILE_MARK_DC2  Internet Address is 173.1.193.253/24;;
AQUICFDZEUSR1-02;Vlan995;up;up, autostate enabled;Int_Admin_NOOBA_IB  Internet Address is 192.0.15.164/27;;
AQUICFDZEUSR1-02;Vlan2502;up;up, autostate enabled;PRVSHAREDSERVICES_To_ORI-A2  Internet Address is 192.4.148.5/30;;
AQUICFDZEUSR1-02;Vlan2503;up;up, autostate enabled;PRVSHAREDSERVICES_To_ AQUIZEUSR1-01  Internet Address is 192.4.148.10/30;;
AQUICFDZEUSR1-02;Vlan3001;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.65.253/23;;
AQUICFDZEUSR1-02;Vlan3002;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.67.253/23;;
AQUICFDZEUSR1-02;Vlan3003;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.69.253/23;;
AQUICFDZEUSR1-02;Vlan3004;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.71.253/23;;
AQUICFDZEUSR1-02;Vlan3005;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.73.253/23;;
AQUICFDZEUSR1-02;Vlan3006;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.75.253/23;;
AQUICFDZEUSR1-02;Vlan3007;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.77.253/23;;
AQUICFDZEUSR1-02;Vlan3008;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.79.253/23;;
AQUICFDZEUSR1-02;Vlan3009;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.81.253/23;;
AQUICFDZEUSR1-02;Vlan3010;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.83.253/23;;
AQUICFDZEUSR1-02;Vlan3011;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.85.253/23;;
AQUICFDZEUSR1-02;Vlan3012;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.87.253/23;;
AQUICFDZEUSR1-02;Vlan3013;up;up, autostate enabled;OUTSOURCING_PROVIDER13_AQUI  Internet Address is 173.1.89.252/23;;
AQUICFDZEUSR1-02;Vlan3014;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC1_AQUI  Internet Address is 173.1.91.252/23;;
AQUICFDZEUSR1-02;Vlan3015;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC2_AQUI  Internet Address is 173.1.93.252/23;;
AQUICFDZEUSR1-02;Vlan3016;up;up, autostate enabled;OUTSOURCING_PROVIDER16_AQUI  Internet Address is 173.1.95.252/23;;
AQUICFDZEUSR1-02;Vlan3017;up;up, autostate enabled;OUTSOURCING_PROVIDER17_AQUI  Internet Address is 173.1.97.252/23;;
AQUICFDZEUSR1-02;Vlan3018;up;up, autostate enabled;OUTSOURCING_PROVIDER18_AQUI  Internet Address is 173.1.99.252/23;;
AQUICFDZEUSR1-02;Vlan3019;up;up, autostate enabled;OUTSOURCING_PROVIDER19_AQUI  Internet Address is 173.1.101.252/23;;
AQUICFDZEUSR1-02;Vlan3020;up;up, autostate enabled;OUTSOURCING_PROVIDER20_AQUI  Internet Address is 173.1.103.252/23;;
AQUICFDZEUSR1-02;Vlan3021;up;up, autostate enabled;OUTSOURCING_PROVIDER21_AQUI  Internet Address is 173.1.105.252/23;;
AQUICFDZEUSR1-02;Vlan3022;up;up, autostate enabled;OUTSOURCING_PROVIDER22_AQUI  Internet Address is 173.1.107.252/23;;
AQUICFDZEUSR1-02;Vlan3023;up;up, autostate enabled;OUTSOURCING_PROVIDER23_AQUI  Internet Address is 173.1.109.252/23;;
AQUICFDZEUSR1-02;Vlan3024;up;up, autostate enabled;OUTSOURCING_PROVIDER24_AQUI  Internet Address is 173.1.111.252/23;;
AQUICFDZEUSR1-02;Vlan3025;up;up, autostate enabled;OUTSOURCING_PROVIDER25_AQUI  Internet Address is 173.1.113.252/23;;
AQUICFDZEUSR1-02;Vlan3026;up;up, autostate enabled;OUTSOURCING_PROVIDER26_AQUI  Internet Address is 173.1.115.252/23;;
AQUICFDZEUSR1-02;Vlan3027;up;up, autostate enabled;OUTSOURCING_PROVIDER27_AQUI  Internet Address is 173.1.117.252/23;;
AQUICFDZEUSR1-02;Vlan3028;up;up, autostate enabled;OUTSOURCING_PROVIDER28_AQUI  Internet Address is 173.1.119.252/23;;
AQUICFDZEUSR1-02;Vlan3029;up;up, autostate enabled;OUTSOURCING_PROVIDER29_AQUI  Internet Address is 173.1.121.252/23;;
AQUICFDZEUSR1-02;Vlan3030;up;up, autostate enabled;OUTSOURCING_PROVIDER30_AQUI  Internet Address is 173.1.123.252/23;;
AQUICFDZEUSR1-02;Vlan3031;up;up, autostate enabled;OUTSOURCING_PROVIDER31_AQUI  Internet Address is 173.1.125.252/23;;
AQUICFDZEUSR1-02;Vlan3032;up;up, autostate enabled;OUTSOURCING_PROVIDER32_AQUI  Internet Address is 173.1.127.252/23;;
AQUICFDZEUSR1-02;Vlan3033;up;up, autostate enabled;OUTSOURCING_PROVIDER33_AQUILA  Internet Address is 173.3.135.252/21;;
AQUICFDZEUSR1-02;Vlan3034;up;up, autostate enabled;OUTSOURCING_PROVIDER34_AQUILA  Internet Address is 173.3.143.252/21;;
AQUICFDZEUSR1-02;Vlan3035;up;up, autostate enabled;OUTSOURCING_PROVIDER35_AQUILA  Internet Address is 173.3.151.252/21;;
AQUICFDZEUSR1-02;Vlan3036;up;up, autostate enabled;OUTSOURCING_PROVIDER36_AQUILA  Internet Address is 173.3.159.252/21;;
AQUICFDZEUSR1-02;Vlan3037;up;up, autostate enabled;OUTSOURCING_PROVIDER37_AQUILA  Internet Address is 173.3.167.252/21;;
AQUICFDZEUSR1-02;Vlan3038;up;up, autostate enabled;OUTSOURCING_PROVIDER38_AQUILA  Internet Address is 173.3.175.252/21;;
AQUICFDZEUSR1-02;Vlan3039;up;up, autostate enabled;OUTSOURCING_PROVIDER39_AQUILA  Internet Address is 173.3.183.252/21;;
AQUICFDZEUSR1-02;Vlan3040;up;up, autostate enabled;OUTSOURCING_PROVIDER40_AQUILA  Internet Address is 173.3.191.252/21;;
AQUICFDZEUSR1-02;Vlan3041;up;up, autostate enabled;OUTSOURCING_PROVIDER41_AQUILA  Internet Address is 173.3.199.252/21;;
AQUICFDZEUSR1-02;Vlan3042;up;up, autostate enabled;OUTSOURCING_PROVIDER42_AQUILA  Internet Address is 173.3.207.252/21;;
AQUICFDZEUSR1-02;Vlan3043;up;up, autostate enabled;OUTSOURCING_PROVIDER43_AQUILA  Internet Address is 173.3.215.252/21;;
