hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;HARDWARE_TYPE;ADDRESS;BIA;DESCRIPTION;IP_ADDRESS;MTU;DUPLEX;SPEED;BANDWIDTH;DELAY;ENCAPSULATION;
;Vlan3016;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.159.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3017;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.161.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3018;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.163.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3019;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.165.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3020;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.167.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3021;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.169.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3022;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.171.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3023;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.173.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3024;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.175.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3025;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.177.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3026;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.179.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3027;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.181.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3028;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.183.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3029;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.185.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3030;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.187.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3031;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.189.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3032;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.191.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3101;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;PAER_NDG_REBOUND  Internet Address is 173.2.129.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3102;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;PAE_Standard_BSC  Internet Address is 173.2.131.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3103;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER5_SC2  Internet Address is 173.2.133.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3104;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER6_SC2  Internet Address is 173.2.135.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3105;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER5_SC2  Internet Address is 173.2.137.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3106;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER6_SC2  Internet Address is 173.2.139.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3107;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER7_SC2  Internet Address is 173.2.141.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3108;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER8_SC2  Internet Address is 173.2.143.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3109;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER9_SC2  Internet Address is 173.2.145.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3110;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER10_SC2  Internet Address is 173.2.147.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3111;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER11_SC2  Internet Address is 173.2.149.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3112;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER12_SC2  Internet Address is 173.2.151.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3113;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER13_SC2  Internet Address is 173.2.153.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3114;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER14_SC2  Internet Address is 173.2.155.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3115;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER15_SC2  Internet Address is 173.2.157.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3116;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER16_SC2  Internet Address is 173.2.159.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3117;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER17_SC2  Internet Address is 173.2.161.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3118;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER18_SC2  Internet Address is 173.2.163.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3119;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER19_SC2  Internet Address is 173.2.165.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3120;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER20_SC2  Internet Address is 173.2.167.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3121;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER21_SC2  Internet Address is 173.2.169.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3122;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER22_SC2  Internet Address is 173.2.171.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3123;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER23_SC2  Internet Address is 173.2.173.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3124;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER24_SC2  Internet Address is 173.2.175.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3125;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER25_SC2  Internet Address is 173.2.177.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3126;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER26_SC2  Internet Address is 173.2.179.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3127;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER27_SC2  Internet Address is 173.2.181.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3128;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER28_SC2  Internet Address is 173.2.183.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3129;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER29_SC2  Internet Address is 173.2.185.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3130;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER30_SC2  Internet Address is 173.2.187.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3131;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER31_SC2  Internet Address is 173.2.189.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3132;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NDG_REBOUND_PROVIDER32_SC2  Internet Address is 173.2.191.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3803;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;<> To_SC2ZEUSR1-02  Internet Address is 192.2.248.58/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3877;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;Lan_TSM_SHARED_SERVICES_SC2  Internet Address is 175.57.1.60/27;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3903;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;<> To_SC2CFDZEUSR1-03  Internet Address is 192.2.8.209/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;mgmt0;up;;GigabitEthernet;3c0e.23c4.93f7;3c0e.23c4.93f7;;192.0.0.86/24;1500;full-duplex;1000 Mb/s;1000000 Kbit;10 usec;ARPA;
;Ethernet1/1;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_SC2-A2_Te0/0/0/8_10G;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/1.1502;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_ADMIN_SC2-A2_Te0/0/0/8_10G;192.2.189.177/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2491;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_RVP_ETRALI_SC2-A2_Te0/0/0/8_10G;192.2.156.98/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2502;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_RVP_PRVSHAREDSERVICES_SC2-A2_Te0/0/0/8_10G;192.4.148.53/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3802;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_PZEUS_SC2-A2_Te0/0/0/8_10G;192.2.248.53/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3902;up;up;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0c;FED_RVP_RUS_SC2-A2_Te0/0/0/8_10G;192.2.8.213/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/2;down (Administratively down);down;1000/10000 Ethernet;544a.00ac.9d0d;544a.00ac.9d0d;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/3;down (Administratively down);down;1000/10000 Ethernet;544a.00ac.9d0e;544a.00ac.9d0e;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/4;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d0f;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/5;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d10;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/6;up;up;1000/10000 Ethernet;544a.00ac.9d11;544a.00ac.9d11;<*> SC2CLSZEUSR2-01_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/7;up;up;1000/10000 Ethernet;544a.00ac.9d12;544a.00ac.9d12;<*> SC2CLSZEUSR2-02_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/8;up;up;1000/10000 Ethernet;544a.00ac.9d13;544a.00ac.9d13;<> To_SC2ZEUSR1-01_2/13;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/9;up;up;1000/10000 Ethernet;544a.00ac.9d14;544a.00ac.9d14;<*> SC2CLSZEUSR1-03_Po4093_VPC;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/10;up;up;1000/10000 Ethernet;544a.00ac.9d15;544a.00ac.9d15;<*> SC2CLSZEUSR2-04_Po4093_VPC;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/11;up;up;1000/10000 Ethernet;544a.00ac.9d16;544a.00ac.9d16;<> To_SC2ZEUSR1-02_1/31;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/12;down (Link not connected);up;1000/10000 Ethernet;544a.00ac.9d17;544a.00ac.9d17;RESERVER RACCORDEMENT TSM SC2SWITSM-P1 FRANCK 85442;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/13;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d18;RESERVER RACCORDEMENT TSM SC2SWITSM-P1 FRANCK 85442;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/14;up;up;1000/10000 Ethernet;544a.00ac.9d19;544a.00ac.9d19;Sigma_IDS_SC2ASV-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/15;up;up;1000/10000 Ethernet;544a.00ac.9d1a;544a.00ac.9d1a;Sigma_IDS_SC2ASV-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/16;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d1b;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/17;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d1c;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/18;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d1d;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/19;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d1e;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/20;up;up;1000/10000 Ethernet;544a.00ac.9d1f;544a.00ac.9d1f;SC2BJV-ZEUS-SDX-A2_10/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/21;up;up;1000/10000 Ethernet;544a.00ac.9d20;544a.00ac.9d20;SC2BJV-ZEUS-SDX-A2_10/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/22;up;up;1000/10000 Ethernet;544a.00ac.9d21;544a.00ac.9d21;SC2BJV-ZEUS-SDX-A2_10/3;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/23;up;up;1000/10000 Ethernet;544a.00ac.9d22;544a.00ac.9d22;SC2BJV-ZEUS-SDX-A2_10/4;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/24;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d23;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/25;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d24;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/26;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d25;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/27;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d26;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/28;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d27;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/29;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d28;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/30;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d29;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/31;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d2a;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/32;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d2b;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/33;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d2c;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/34;up;up;1000/10000 Ethernet;544a.00ac.9d2d;544a.00ac.9d2d;<*> SC2CLK-TSM-CFD-A2;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/35;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d2e;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/36;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d2f;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/37;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d30;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/38;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d31;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/39;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d32;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/40;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d33;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/41;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d34;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/42;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d35;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/43;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d36;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/44;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d37;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/45;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d38;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/46;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d39;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/47;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d3a;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/48;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa3.f2c2;544a.00ac.9d3b;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet5/1;up;up;40000 Ethernet;00b6.7028.064e;00b6.7028.064e;<*> SC2CFDZEUSR1-03_Eth5/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet5/2;down (Administratively down);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0652;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/3;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0656;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/4;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.065a;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/5;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.065e;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/6;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0662;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/7;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0666;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/8;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.066a;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/9;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.066e;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/10;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0672;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/11;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0676;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/12;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.067a;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/13;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.067e;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/14;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0682;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/15;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0686;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/16;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.068a;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/17;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.068e;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/18;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0692;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/19;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.0696;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/20;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.069a;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/21;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.069e;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/22;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.06a2;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/23;up;up;40000 Ethernet;00b6.7028.06a6;00b6.7028.06a6;<*> SC2CLSZEUSR1-05_Eth1/52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet5/24;up;up;40000 Ethernet;00b6.7028.06aa;00b6.7028.06aa;<*> SC2CLSZEUSR1-06_Eth1/52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet6/1;up;up;40000 Ethernet;00b6.7028.6a80;00b6.7028.6a80;<> SC2CFDZEUSR1-03_Eth6/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet6/2;down (Administratively down);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a84;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/3;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a88;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/4;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a8c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/5;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a90;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/6;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a94;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/7;down (XCVR not inserted);down;40000 Ethernet;002a.6aa3.f2c2;00b6.7028.6a98;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
