hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;HARDWARE_TYPE;ADDRESS;BIA;DESCRIPTION;IP_ADDRESS;MTU;DUPLEX;SPEED;BANDWIDTH;DELAY;ENCAPSULATION;
;Vlan2492;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<> DC2CFDZEUSA3-02  Internet Address is 192.2.156.89/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2503;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;PRVSHAREDSERVICES_To_DC2ZEUSA2-02  Internet Address is 192.4.148.21/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3001;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.1.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3002;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.3.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3003;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.5.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3004;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.7.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3005;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.9.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3006;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.11.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3007;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.13.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3008;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.15.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3009;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.17.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3010;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.19.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3011;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.21.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3012;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SERVICES  Internet Address is 173.1.23.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3013;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER13_DC2  Internet Address is 173.1.25.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3014;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_GIMS-SGGSC1_DC2  Internet Address is 173.1.27.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3015;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_GIMS-SGGSC2_DC2  Internet Address is 173.1.29.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3016;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER16_DC2  Internet Address is 173.1.31.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3017;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER17_DC2  Internet Address is 173.1.33.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3018;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SIOP-OUTSOURCER1_DC2  Internet Address is 173.1.35.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3019;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SIOP-OUTSOURCER2_DC2  Internet Address is 173.1.37.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3020;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_SIOP-OUTSOURCER3_DC2  Internet Address is 173.1.39.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3021;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER21_DC2  Internet Address is 173.1.41.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3022;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER22_DC2  Internet Address is 173.1.43.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3023;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER23_DC2  Internet Address is 173.1.45.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3024;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER24_DC2  Internet Address is 173.1.47.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3025;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER25_DC2  Internet Address is 173.1.49.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3026;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER26_DC2  Internet Address is 173.1.51.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3027;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER27_DC2  Internet Address is 173.1.53.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3028;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER28_DC2  Internet Address is 173.1.55.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3029;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER29_DC2  Internet Address is 173.1.57.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3030;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER30_DC2  Internet Address is 173.1.59.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3031;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER31_DC2  Internet Address is 173.1.61.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3032;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER32_DC2  Internet Address is 173.1.63.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3033;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER33_MARCOUSSIS  Internet Address is 173.3.7.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3034;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER34_MARCOUSSIS  Internet Address is 173.3.15.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3035;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER35_MARCOUSSIS  Internet Address is 173.3.23.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3036;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER36_MARCOUSSIS  Internet Address is 173.3.31.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3037;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER37_MARCOUSSIS  Internet Address is 173.3.39.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3038;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER38_MARCOUSSIS  Internet Address is 173.3.47.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3039;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER39_MARCOUSSIS  Internet Address is 173.3.55.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3040;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER40_MARCOUSSIS  Internet Address is 173.3.63.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3041;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER41_MARCOUSSIS  Internet Address is 173.3.71.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3042;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER42_MARCOUSSIS  Internet Address is 173.3.79.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3043;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER43_MARCOUSSIS  Internet Address is 173.3.87.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3044;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER44_MARCOUSSIS  Internet Address is 173.3.95.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3045;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER45_MARCOUSSIS  Internet Address is 173.3.103.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3046;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER46_MARCOUSSIS  Internet Address is 173.3.111.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3047;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER47_MARCOUSSIS  Internet Address is 173.3.119.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3048;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;OUTSOURCING_PROVIDER48_MARCOUSSIS  Internet Address is 173.3.127.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3101;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER1_DC2  Internet Address is 173.2.0.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3102;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER2_DC2  Internet Address is 173.2.2.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3103;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER3_DC2  Internet Address is 173.2.4.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3104;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER4_DC2  Internet Address is 173.2.6.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3105;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER5_DC2  Internet Address is 173.2.9.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3106;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER6_DC2  Internet Address is 173.2.11.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3107;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER7_DC2  Internet Address is 173.2.13.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3108;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER8_DC2  Internet Address is 173.2.15.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3109;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER9_DC2  Internet Address is 173.2.17.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3110;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER10_DC2  Internet Address is 173.2.19.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3111;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER11_DC2  Internet Address is 173.2.21.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3112;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER12_DC2  Internet Address is 173.2.23.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3113;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER13_DC2  Internet Address is 173.2.25.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3114;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER14_DC2  Internet Address is 173.2.27.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3115;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER15_DC2  Internet Address is 173.2.29.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3116;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER16_DC2  Internet Address is 173.2.31.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3117;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER17_DC2  Internet Address is 173.2.33.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3118;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER18_DC2  Internet Address is 173.2.35.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3119;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER19_DC2  Internet Address is 173.2.37.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3120;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER20_DC2  Internet Address is 173.2.39.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3121;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER21_DC2  Internet Address is 173.2.41.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3122;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER22_DC2  Internet Address is 173.2.43.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3123;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER23_DC2  Internet Address is 173.2.45.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3124;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER24_DC2  Internet Address is 173.2.47.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3125;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER25_DC2  Internet Address is 173.2.49.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3126;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER26_DC2  Internet Address is 173.2.51.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3127;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER27_DC2  Internet Address is 173.2.53.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3128;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER28_DC2  Internet Address is 173.2.55.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3129;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER29_DC2  Internet Address is 173.2.57.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3130;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER30_DC2  Internet Address is 173.2.59.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3131;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER31_DC2  Internet Address is 173.2.61.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3132;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NDG_REBOUND_PROVIDER32_DC2  Internet Address is 173.2.63.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3803;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<> To_DC2ZEUSA2-02  Internet Address is 192.2.248.21/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3877;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;LAN_TSM_SHARED_SERVICES_DC2  Internet Address is 175.57.1.28/27;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3903;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<> To_DC2CFDZEUSA2-02  Internet Address is 192.2.8.222/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;mgmt0;up;;GigabitEthernet;8478.ac22.ac17;8478.ac22.ac17;;192.0.20.17/24;1500;full-duplex;1000 Mb/s;1000000 Kbit;10 usec;ARPA;
;Ethernet1/1;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;<*>FED_DC2-B2_Te0/0/1/5_10G;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/1.991;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_ADMIN_DC2-B2_Te0/0/1/5_10G;192.2.189.206/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2133;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RDS_DC2-B2_Te0/0/1/5_10G;192.2.34.150/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2213;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RIX_DC2-B2_Te0/0/1/5_10G;192.2.21.249/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2491;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RVP_ETRALI_DC2-B2_Te0/0/1/5_10G;192.2.156.86/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2502;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RVP_PRVSHAREDSERVICES_DC2-B2_Te0/0/1/5_10G;192.4.148.17/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3802;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RVP_SHAREDSERVICES_DC2-B2_Te0/0/1/5_10G;192.2.248.17/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3902;up;up;10000 Ethernet;8478.ac1e.66c2;8478.ac25.178c;FED_RVP_RUS_DC2-B2_Te0/0/1/5_10G;192.2.8.225/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/2;down (Administratively down);down;10000 Ethernet;8478.ac25.178d;8478.ac25.178d;<*> DC2CFDZEUSA2-02_Eth1/2;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/3;down (Administratively down);down;10000 Ethernet;8478.ac25.178e;8478.ac25.178e;<*> DC2CFDZEUSA2-02_Eth1/3;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/4;up;up;10000 Ethernet;8478.ac25.178f;8478.ac25.178f;<*> DC2ZEUSA2-01_Eth2/15;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/5;up;up;10000 Ethernet;8478.ac25.1790;8478.ac25.1790;<*> DC2ZEUSA2-02_Eth2/15;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/6;up;up;10000 Ethernet;8478.ac25.1791;8478.ac25.1791;<*> DC2CLSZEUSA3-01_Eth2/15;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/7;up;up;10000 Ethernet;8478.ac25.1792;8478.ac25.1792;<*> DC2CLSZEUSA3-02_Eth2/15;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/8;up;up;10000 Ethernet;8478.ac25.1793;8478.ac25.1793;<*> DC2CLSZEUSB1-01_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/9;up;up;10000 Ethernet;8478.ac25.1794;8478.ac25.1794;<*> DC2CLSZEUSB1-02_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/10;up;up;10000 Ethernet;8478.ac25.1795;8478.ac25.1795;<*> DC2CLSZEUSB1-A3_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/11;up;up;10000 Ethernet;8478.ac25.1796;8478.ac25.1796;<*> DC2CLSZEUSB1-A4_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/12;up;up;10000 Ethernet;8478.ac25.1797;8478.ac25.1797;<*> DC2RETALMB1-E4_ETH1/32;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/13;up;up;10000 Ethernet;8478.ac25.1798;8478.ac25.1798;DC2A1-TSM-CFD-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/14;up;up;10000 Ethernet;8478.ac25.1799;8478.ac25.1799;RESERVER_SIGMA-SPAN;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/15;up;up;10000 Ethernet;8478.ac25.179a;8478.ac25.179a;SIGMA_DC2A4-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/16;up;up;10000 Ethernet;8478.ac25.179b;8478.ac25.179b;SIGMA_DC2A4-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/17;down (Administratively down);down;10000 Ethernet;8478.ac25.179c;8478.ac25.179c;<*> DC2CFDZEUSA2-02_Po10;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/18;down (Administratively down);down;10000 Ethernet;8478.ac25.179d;8478.ac25.179d;<*> DC2CFDZEUSA2-02_Po10;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/19;down (SFP not inserted);down;10000 Ethernet;8478.ac1e.66c2;8478.ac25.179e;;;1500;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/20;up;up;10000 Ethernet;8478.ac25.179f;8478.ac25.179f;DC2A3-ZEUS-SDX-A2_10/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/21;up;up;10000 Ethernet;8478.ac25.17a0;8478.ac25.17a0;DC2A3-ZEUS-SDX-A2_10/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/22;up;up;10000 Ethernet;8478.ac25.17a1;8478.ac25.17a1;DC2A3-ZEUS-SDX-A2_10/3;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/23;up;up;10000 Ethernet;8478.ac25.17a2;8478.ac25.17a2;DC2A3-ZEUS-SDX-A2_10/4;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/24;down (SFP not inserted);down;10000 Ethernet;8478.ac1e.66c2;8478.ac25.17a3;;;1500;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet2/1;up;up;10000/40000 Ethernet;701f.537e.39b4;701f.537e.39b4;<*> DC2CFDZEUSA2-02_Eth2/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/2;down (Administratively down);down;10000/40000 Ethernet;8478.ac1e.66c2;701f.537e.39b8;RESERVED_FUTUR_L3BTOB;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/3;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;701f.537e.39bc;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/4;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;701f.537e.39c0;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/5;up;up;10000/40000 Ethernet;701f.537e.39c4;701f.537e.39c4;<*> DC2CLSZEUSA2-05_Eth2/4;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/6;up;up;10000/40000 Ethernet;701f.537e.39c8;701f.537e.39c8;<*> DC2CLSZEUSA2-06_Eth2/4;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/7;up;up;10000/40000 Ethernet;701f.537e.39cc;701f.537e.39cc;<*> DC2CLSZEUSA2-07_Eth1/52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/8;up;up;10000/40000 Ethernet;701f.537e.39d0;701f.537e.39d0;<*> DC2CLSZEUSA2-08_Eth1/52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/9;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;701f.537e.39d4;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/10;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;701f.537e.39d8;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/11;up;up;10000/40000 Ethernet;701f.537e.39dc;701f.537e.39dc;<*> DC2CLSZEUSA3-03_ETH1_52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/12;up;up;10000/40000 Ethernet;701f.537e.39e0;701f.537e.39e0;<*> DC2CLSZEUSA3-03_ETH1_52;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet3/1;down (Link not connected);up;10000/40000 Ethernet;247e.120a.7764;247e.120a.7764;<*> DC2CFDZEUSA3-02_Eth3/1;;9216;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/2;down (Administratively down);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7768;RESERVED_FUTUR_L3BTOB;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/3;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.776c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/4;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7770;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
